locus_tag	ftype	length_bp	gene	EC_number	COG	product
GJHCLFJP_01257	CDS	369				hypothetical protein
GJHCLFJP_01258	gene	612	selX			
GJHCLFJP_01258	CDS	612	selX			Enterotoxin-like toxin X
GJHCLFJP_01259	gene	291	xerD_2			
GJHCLFJP_01259	CDS	291	xerD_2			Tyrosine recombinase XerD
GJHCLFJP_01260	gene	975				
GJHCLFJP_01260	CDS	975				hypothetical protein
GJHCLFJP_01261	gene	243	rpsR			
GJHCLFJP_01261	CDS	243	rpsR			30S ribosomal protein S18
GJHCLFJP_01262	gene	504	ssbA_1			
GJHCLFJP_01262	CDS	504	ssbA_1		COG0629	Single-stranded DNA-binding protein A
GJHCLFJP_01263	gene	297	rpsF			
GJHCLFJP_01263	CDS	297	rpsF			30S ribosomal protein S6
GJHCLFJP_01264	gene	192				
GJHCLFJP_01264	CDS	192				hypothetical protein
GJHCLFJP_01265	gene	1098	ychF			
GJHCLFJP_01265	CDS	1098	ychF		COG0012	Ribosome-binding ATPase YchF
GJHCLFJP_01266	gene	204				
GJHCLFJP_01266	CDS	204				hypothetical protein
GJHCLFJP_01267	gene	882	mscS			
GJHCLFJP_01267	CDS	882	mscS		COG0668	Small-conductance mechanosensitive channel
GJHCLFJP_01268	gene	846	spo0J			
GJHCLFJP_01268	CDS	846	spo0J		COG1475	Stage 0 sporulation protein J
GJHCLFJP_01269	gene	1104	metI			
GJHCLFJP_01269	CDS	1104	metI	2.5.1.-	COG0626	Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase
GJHCLFJP_01270	gene	1161	metC			
GJHCLFJP_01270	CDS	1161	metC	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
GJHCLFJP_01271	gene	1842	yitJ			
GJHCLFJP_01271	CDS	1842	yitJ		COG0646	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase
GJHCLFJP_01272	gene	2229	metE			
GJHCLFJP_01272	CDS	2229	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
GJHCLFJP_01273	gene	753				
GJHCLFJP_01273	CDS	753		3.5.2.20	COG1878	Isatin hydrolase
GJHCLFJP_01274	gene	1182				
GJHCLFJP_01274	CDS	1182		2.3.1.9		putative acetyl-CoA acyltransferase
GJHCLFJP_01275	gene	1134				
GJHCLFJP_01275	CDS	1134				hypothetical protein
GJHCLFJP_01276	gene	510				
GJHCLFJP_01276	CDS	510				hypothetical protein
GJHCLFJP_01277	gene	366				
GJHCLFJP_01277	CDS	366				hypothetical protein
GJHCLFJP_01278	gene	1179	deoB			
GJHCLFJP_01278	CDS	1179	deoB	5.4.2.7		Phosphopentomutase
GJHCLFJP_01279	gene	816	phnE_1			
GJHCLFJP_01279	CDS	816	phnE_1		COG3639	Phosphate-import permease protein PhnE
GJHCLFJP_01280	gene	798	phnE_2			
GJHCLFJP_01280	CDS	798	phnE_2		COG3639	Phosphate-import permease protein PhnE
GJHCLFJP_01281	gene	774	glnQ			
GJHCLFJP_01281	CDS	774	glnQ			Glutamine transport ATP-binding protein GlnQ
GJHCLFJP_01282	gene	957	phnD2			
GJHCLFJP_01282	CDS	957	phnD2		COG3221	putative ABC transporter phosphonate/phosphite binding protein PhnD2
GJHCLFJP_01283	gene	1545				
GJHCLFJP_01283	CDS	1545				hypothetical protein
GJHCLFJP_01284	gene	1536	yfkN			
GJHCLFJP_01284	CDS	1536	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
GJHCLFJP_01285	gene	777				
GJHCLFJP_01285	CDS	777				hypothetical protein
GJHCLFJP_01286	gene	1176				
GJHCLFJP_01286	CDS	1176				hypothetical protein
GJHCLFJP_01287	gene	2610	adhE			
GJHCLFJP_01287	CDS	2610	adhE		COG1012	Aldehyde-alcohol dehydrogenase
GJHCLFJP_01288	gene	618	cap8A_2			
GJHCLFJP_01288	CDS	618	cap8A_2		COG3944	Capsular polysaccharide type 8 biosynthesis protein cap8A
GJHCLFJP_01289	gene	492	ywqD_2			
GJHCLFJP_01289	CDS	492	ywqD_2	2.7.10.2	COG0489	Tyrosine-protein kinase YwqD
GJHCLFJP_01290	gene	198				
GJHCLFJP_01290	CDS	198				hypothetical protein
GJHCLFJP_01291	gene	765	ywqE_2			
GJHCLFJP_01291	CDS	765	ywqE_2	3.1.3.48	COG4464	Tyrosine-protein phosphatase YwqE
GJHCLFJP_01292	gene	1824	pglF			
GJHCLFJP_01292	CDS	1824	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
GJHCLFJP_01293	gene	1029	capD			
GJHCLFJP_01293	CDS	1029	capD	5.1.3.2	COG1086	UDP-glucose 4-epimerase
GJHCLFJP_01294	gene	1110	wbjC			
GJHCLFJP_01294	CDS	1110	wbjC	1.1.1.367		UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase
GJHCLFJP_01295	gene	1125	wbpI			
GJHCLFJP_01295	CDS	1125	wbpI	5.1.3.23	COG0381	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase
GJHCLFJP_01296	gene	1080				
GJHCLFJP_01296	CDS	1080				hypothetical protein
GJHCLFJP_01297	gene	1395				
GJHCLFJP_01297	CDS	1395				hypothetical protein
GJHCLFJP_01298	gene	558	dapH_1			
GJHCLFJP_01298	CDS	558	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
GJHCLFJP_01299	gene	1239				
GJHCLFJP_01299	CDS	1239				hypothetical protein
GJHCLFJP_01300	gene	1206				
GJHCLFJP_01300	CDS	1206				hypothetical protein
GJHCLFJP_01301	gene	558	epsL			
GJHCLFJP_01301	CDS	558	epsL	2.-.-.-	COG2148	putative sugar transferase EpsL
GJHCLFJP_01302	gene	888	fcl			
GJHCLFJP_01302	CDS	888	fcl	1.1.1.271		GDP-L-fucose synthase
GJHCLFJP_01303	gene	1263	wecC			
GJHCLFJP_01303	CDS	1263	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
GJHCLFJP_01304	gene	1146	mnaA_1			
GJHCLFJP_01304	CDS	1146	mnaA_1	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
GJHCLFJP_01305	gene	327	isdI			
GJHCLFJP_01305	CDS	327	isdI	1.14.99.48		Heme oxygenase (staphylobilin-producing) 2
GJHCLFJP_01306	gene	384	ybaN			
GJHCLFJP_01306	CDS	384	ybaN		COG2832	Inner membrane protein YbaN
GJHCLFJP_01307	gene	1488	aldA			
GJHCLFJP_01307	CDS	1488	aldA	1.2.1.3		Putative aldehyde dehydrogenase AldA
GJHCLFJP_01308	gene	960	czcD_1			
GJHCLFJP_01308	CDS	960	czcD_1		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
GJHCLFJP_01309	gene	204				
GJHCLFJP_01309	CDS	204				hypothetical protein
GJHCLFJP_01310	gene	513				
GJHCLFJP_01310	CDS	513				hypothetical protein
GJHCLFJP_01311	gene	741	nrtD			
GJHCLFJP_01311	CDS	741	nrtD	7.3.2.4	COG1116	Nitrate import ATP-binding protein NrtD
GJHCLFJP_01312	gene	975				
GJHCLFJP_01312	CDS	975				hypothetical protein
GJHCLFJP_01313	gene	762	ssuC			
GJHCLFJP_01313	CDS	762	ssuC		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
GJHCLFJP_01314	gene	1035				
GJHCLFJP_01314	CDS	1035				hypothetical protein
GJHCLFJP_01315	gene	360				
GJHCLFJP_01315	CDS	360				hypothetical protein
GJHCLFJP_01316	gene	1176				
GJHCLFJP_01316	CDS	1176		1.17.1.9		Formate dehydrogenase
GJHCLFJP_01317	gene	1251	mdrP			
GJHCLFJP_01317	CDS	1251	mdrP			Na(+), Li(+), K(+)/H(+) antiporter
GJHCLFJP_01318	gene	7176	srfAB			
GJHCLFJP_01318	CDS	7176	srfAB			Surfactin synthase subunit 2
GJHCLFJP_01319	gene	645				
GJHCLFJP_01319	CDS	645				hypothetical protein
GJHCLFJP_01320	gene	495	yagU			
GJHCLFJP_01320	CDS	495	yagU		COG3477	Inner membrane protein YagU
GJHCLFJP_01321	gene	771	argB			
GJHCLFJP_01321	CDS	771	argB	2.7.2.8	COG0548	Acetylglutamate kinase
GJHCLFJP_01322	gene	1242	argJ			
GJHCLFJP_01322	CDS	1242	argJ			Arginine biosynthesis bifunctional protein ArgJ
GJHCLFJP_01323	gene	1035	argC			
GJHCLFJP_01323	CDS	1035	argC	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
GJHCLFJP_01324	gene	1185	rocD2_2			
GJHCLFJP_01324	CDS	1185	rocD2_2	2.6.1.13		Ornithine aminotransferase 2
GJHCLFJP_01325	gene	1356	brnQ_1			
GJHCLFJP_01325	CDS	1356	brnQ_1		COG1114	Branched-chain amino acid transport system 2 carrier protein
GJHCLFJP_01326	gene	558	yecD			
GJHCLFJP_01326	CDS	558	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
GJHCLFJP_01327	gene	1641	ipdC			
GJHCLFJP_01327	CDS	1641	ipdC	4.1.1.74	COG3961	Indole-3-pyruvate decarboxylase
GJHCLFJP_01328	gene	135				
GJHCLFJP_01328	CDS	135				hypothetical protein
GJHCLFJP_01329	gene	2046	ptsG_3			
GJHCLFJP_01329	CDS	2046	ptsG_3	2.7.1.199		PTS system glucose-specific EIICBA component
GJHCLFJP_01330	gene	1056				
GJHCLFJP_01330	CDS	1056				hypothetical protein
GJHCLFJP_01331	gene	897	murQ			
GJHCLFJP_01331	CDS	897	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
GJHCLFJP_01332	gene	1455				
GJHCLFJP_01332	CDS	1455				PTS system EIIBC component
GJHCLFJP_01333	gene	879	ybbH_2			
GJHCLFJP_01333	CDS	879	ybbH_2		COG1737	putative HTH-type transcriptional regulator YbbH
GJHCLFJP_01334	gene	282				
GJHCLFJP_01334	CDS	282				hypothetical protein
GJHCLFJP_01335	gene	2790	hsdR			
GJHCLFJP_01335	CDS	2790	hsdR	3.1.21.3		Type-1 restriction enzyme R protein
GJHCLFJP_01336	gene	864				
GJHCLFJP_01336	CDS	864				hypothetical protein
GJHCLFJP_01337	gene	1593	gsiA			
GJHCLFJP_01337	CDS	1593	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
GJHCLFJP_01338	gene	1434				
GJHCLFJP_01338	CDS	1434				hypothetical protein
GJHCLFJP_01339	gene	1164				
GJHCLFJP_01339	CDS	1164				hypothetical protein
GJHCLFJP_01340	gene	1776				
GJHCLFJP_01340	CDS	1776				hypothetical protein
GJHCLFJP_01341	gene	2007	ggt			
GJHCLFJP_01341	CDS	2007	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
GJHCLFJP_01342	gene	918				
GJHCLFJP_01342	CDS	918		2.7.1.-		Putative lipid kinase
GJHCLFJP_01343	gene	1506	dtpT			
GJHCLFJP_01343	CDS	1506	dtpT		COG3104	Di-/tripeptide transporter
GJHCLFJP_01344	gene	501	queF			
GJHCLFJP_01344	CDS	501	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
GJHCLFJP_01345	gene	867	cntI			
GJHCLFJP_01345	CDS	867	cntI			Pseudopaline exporter CntI
GJHCLFJP_01346	gene	399	nrdI			
GJHCLFJP_01346	CDS	399	nrdI		COG1780	Protein NrdI
GJHCLFJP_01347	gene	2106	nrdE			
GJHCLFJP_01347	CDS	2106	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha
GJHCLFJP_01348	gene	972	nrdF			
GJHCLFJP_01348	CDS	972	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
GJHCLFJP_01349	gene	972	yclN			
GJHCLFJP_01349	CDS	972	yclN		COG4606	Petrobactin import system permease protein YclN
GJHCLFJP_01350	gene	957	yclO			
GJHCLFJP_01350	CDS	957	yclO		COG4605	Petrobactin import system permease protein YclO
GJHCLFJP_01351	gene	762	yclP			
GJHCLFJP_01351	CDS	762	yclP	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
GJHCLFJP_01352	gene	1029	yclQ			
GJHCLFJP_01352	CDS	1029	yclQ		COG4607	Petrobactin-binding protein YclQ
GJHCLFJP_01353	gene	315				
GJHCLFJP_01353	CDS	315				hypothetical protein
GJHCLFJP_01354	gene	924	murB			
GJHCLFJP_01354	CDS	924	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
GJHCLFJP_01355	gene	519				
GJHCLFJP_01355	CDS	519				hypothetical protein
GJHCLFJP_01356	gene	879				
GJHCLFJP_01356	CDS	879				hypothetical protein
GJHCLFJP_01357	gene	321				
GJHCLFJP_01357	CDS	321				hypothetical protein
GJHCLFJP_01358	gene	1125	garK_1			
GJHCLFJP_01358	CDS	1125	garK_1	2.7.1.165	COG1929	Glycerate 2-kinase
GJHCLFJP_01359	gene	1227	pepT_2			
GJHCLFJP_01359	CDS	1227	pepT_2	3.4.11.4	COG2195	Peptidase T
GJHCLFJP_01360	gene	495				
GJHCLFJP_01360	CDS	495				hypothetical protein
GJHCLFJP_01361	gene	762	yjjP			
GJHCLFJP_01361	CDS	762	yjjP		COG2966	Inner membrane protein YjjP
GJHCLFJP_01362	gene	1071				
GJHCLFJP_01362	CDS	1071				hypothetical protein
GJHCLFJP_01363	gene	1056	tagO			
GJHCLFJP_01363	CDS	1056	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
GJHCLFJP_01364	gene	642				
GJHCLFJP_01364	CDS	642				hypothetical protein
GJHCLFJP_01365	gene	867				
GJHCLFJP_01365	CDS	867			COG1307	DegV domain-containing protein
GJHCLFJP_01366	gene	1083	comFA			
GJHCLFJP_01366	CDS	1083	comFA	3.6.4.12	COG4098	ComF operon protein 1
GJHCLFJP_01367	gene	675				
GJHCLFJP_01367	CDS	675				hypothetical protein
GJHCLFJP_01368	gene	573	hpf			
GJHCLFJP_01368	CDS	573	hpf			Ribosome hibernation promotion factor
GJHCLFJP_01369	gene	2532	secA1_2			
GJHCLFJP_01369	CDS	2532	secA1_2			Protein translocase subunit SecA 1
GJHCLFJP_01370	gene	993	prfB			
GJHCLFJP_01370	CDS	993	prfB			Peptide chain release factor 2
GJHCLFJP_01371	gene	840				
GJHCLFJP_01371	CDS	840		3.5.1.28	COG1388	putative autolysin LDP
GJHCLFJP_01372	gene	651	yfbR			
GJHCLFJP_01372	CDS	651	yfbR	3.1.3.89		5'-deoxynucleotidase YfbR
GJHCLFJP_01373	gene	237				
GJHCLFJP_01373	CDS	237				hypothetical protein
GJHCLFJP_01374	gene	1986	uvrB_2			
GJHCLFJP_01374	CDS	1986	uvrB_2			UvrABC system protein B
GJHCLFJP_01375	gene	2847	uvrA			
GJHCLFJP_01375	CDS	2847	uvrA			UvrABC system protein A
GJHCLFJP_01376	gene	933	hprK			
GJHCLFJP_01376	CDS	933	hprK	2.7.11.-		HPr kinase/phosphorylase
GJHCLFJP_01377	gene	840	lgt			
GJHCLFJP_01377	CDS	840	lgt	2.5.1.145		Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
GJHCLFJP_01378	gene	486	dapH_2			
GJHCLFJP_01378	CDS	486	dapH_2	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
GJHCLFJP_01379	gene	1440				
GJHCLFJP_01379	CDS	1440				hypothetical protein
GJHCLFJP_01380	gene	936	trxB			
GJHCLFJP_01380	CDS	936	trxB	1.8.1.9		Thioredoxin reductase
GJHCLFJP_01381	gene	912				
GJHCLFJP_01381	CDS	912				Nucleotide-binding protein
GJHCLFJP_01382	gene	996				
GJHCLFJP_01382	CDS	996			COG0391	Gluconeogenesis factor
GJHCLFJP_01383	gene	945	whiA			
GJHCLFJP_01383	CDS	945	whiA		COG1481	putative cell division protein WhiA
GJHCLFJP_01384	gene	73				
GJHCLFJP_01384	tRNA	73				tRNA-Arg(ccg)
GJHCLFJP_01385	gene	588	clpP_2			
GJHCLFJP_01385	CDS	588	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
GJHCLFJP_01386	gene	870				
GJHCLFJP_01386	CDS	870				Epimerase family protein
GJHCLFJP_01387	gene	630				
GJHCLFJP_01387	CDS	630				hypothetical protein
GJHCLFJP_01388	gene	1014	cggR			
GJHCLFJP_01388	CDS	1014	cggR		COG2390	Central glycolytic genes regulator
GJHCLFJP_01389	gene	1011	gapA1			
GJHCLFJP_01389	CDS	1011	gapA1	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase 1
GJHCLFJP_01390	gene	1191	pgk			
GJHCLFJP_01390	CDS	1191	pgk	2.7.2.3		Phosphoglycerate kinase
GJHCLFJP_01391	gene	762	tpiA			
GJHCLFJP_01391	CDS	762	tpiA	5.3.1.1		Triosephosphate isomerase
GJHCLFJP_01392	gene	1518	gpmI			
GJHCLFJP_01392	CDS	1518	gpmI	5.4.2.12		2,3-bisphosphoglycerate-independent phosphoglycerate mutase
GJHCLFJP_01393	gene	1305	eno			
GJHCLFJP_01393	CDS	1305	eno	4.2.1.11		Enolase
GJHCLFJP_01394	gene	459				
GJHCLFJP_01394	CDS	459				hypothetical protein
GJHCLFJP_01395	gene	234	secG			
GJHCLFJP_01395	CDS	234	secG		COG1314	putative protein-export membrane protein SecG
GJHCLFJP_01396	gene	741	est_1			
GJHCLFJP_01396	CDS	741	est_1	3.1.1.1		Carboxylesterase
GJHCLFJP_01397	gene	2373	rnr			
GJHCLFJP_01397	CDS	2373	rnr	3.1.13.1	COG0557	Ribonuclease R
GJHCLFJP_01398	gene	465	smpB			
GJHCLFJP_01398	CDS	465	smpB		COG0691	SsrA-binding protein
GJHCLFJP_01399	gene	359	ssrA			
GJHCLFJP_01399	tmRNA	359	ssrA			transfer-messenger RNA, SsrA
GJHCLFJP_01400	gene	324				
GJHCLFJP_01400	CDS	324				hypothetical protein
GJHCLFJP_01401	gene	567				
GJHCLFJP_01401	CDS	567				hypothetical protein
GJHCLFJP_01402	gene	171				
GJHCLFJP_01402	CDS	171				hypothetical protein
GJHCLFJP_01403	gene	522				
GJHCLFJP_01403	CDS	522				hypothetical protein
GJHCLFJP_01404	gene	531				
GJHCLFJP_01404	CDS	531				hypothetical protein
GJHCLFJP_01405	gene	2802	clfA			
GJHCLFJP_01405	CDS	2802	clfA			Clumping factor A
GJHCLFJP_01406	gene	1527				
GJHCLFJP_01406	CDS	1527				Staphylocoagulase
GJHCLFJP_01407	gene	1023	ssp			
GJHCLFJP_01407	CDS	1023	ssp			Extracellular matrix protein-binding protein emp
GJHCLFJP_01408	gene	471				
GJHCLFJP_01408	CDS	471				hypothetical protein
GJHCLFJP_01409	gene	687	nuc			
GJHCLFJP_01409	CDS	687	nuc	3.1.31.1	COG1525	Thermonuclease
GJHCLFJP_01410	gene	456				
GJHCLFJP_01410	CDS	456				Protein SprT-like protein
GJHCLFJP_01411	gene	2139	yhgF			
GJHCLFJP_01411	CDS	2139	yhgF		COG2183	Protein YhgF
GJHCLFJP_01412	gene	771	sigB			
GJHCLFJP_01412	CDS	771	sigB		COG1191	RNA polymerase sigma-B factor
GJHCLFJP_01413	gene	480	rsbW			
GJHCLFJP_01413	CDS	480	rsbW	2.7.11.1		Serine-protein kinase RsbW
GJHCLFJP_01414	gene	327	rsbV			
GJHCLFJP_01414	CDS	327	rsbV			Anti-sigma-B factor antagonist
GJHCLFJP_01415	gene	1002	rsbU			
GJHCLFJP_01415	CDS	1002	rsbU	3.1.3.3	COG2208	Phosphoserine phosphatase RsbU
GJHCLFJP_01416	gene	363	mazF			
GJHCLFJP_01416	CDS	363	mazF	3.1.-.-		Endoribonuclease MazF
GJHCLFJP_01417	gene	171	mazE			
GJHCLFJP_01417	CDS	171	mazE			Antitoxin MazE
GJHCLFJP_01418	gene	1149	alr1_1			
GJHCLFJP_01418	CDS	1149	alr1_1	5.1.1.1	COG0787	Alanine racemase 1
GJHCLFJP_01419	gene	360	acpS			
GJHCLFJP_01419	CDS	360	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
GJHCLFJP_01420	gene	495				
GJHCLFJP_01420	CDS	495				hypothetical protein
GJHCLFJP_01421	gene	1584				
GJHCLFJP_01421	CDS	1584				hypothetical protein
GJHCLFJP_01422	gene	480				
GJHCLFJP_01422	CDS	480				hypothetical protein
GJHCLFJP_01423	gene	561	kdpC			
GJHCLFJP_01423	CDS	561	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
GJHCLFJP_01424	gene	2028	kdpB			
GJHCLFJP_01424	CDS	2028	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
GJHCLFJP_01425	gene	1677	kdpA			
GJHCLFJP_01425	CDS	1677	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
GJHCLFJP_01426	gene	2658	kdpD			
GJHCLFJP_01426	CDS	2658	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
GJHCLFJP_01427	gene	696	kdpE			
GJHCLFJP_01427	CDS	696	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
GJHCLFJP_01428	gene	1521	cshA			
GJHCLFJP_01428	CDS	1521	cshA	3.6.4.13		DEAD-box ATP-dependent RNA helicase CshA
GJHCLFJP_01429	gene	1359	murF			
GJHCLFJP_01429	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
GJHCLFJP_01430	gene	1071	ddl			
GJHCLFJP_01430	CDS	1071	ddl	6.3.2.4		D-alanine--D-alanine ligase
GJHCLFJP_01431	gene	1203	rodA			
GJHCLFJP_01431	CDS	1203	rodA	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase RodA
GJHCLFJP_01432	gene	138				
GJHCLFJP_01432	CDS	138				hypothetical protein
GJHCLFJP_01433	gene	210				
GJHCLFJP_01433	CDS	210				hypothetical protein
GJHCLFJP_01434	gene	294				
GJHCLFJP_01434	CDS	294				hypothetical protein
GJHCLFJP_01435	gene	1485	cls_1			
GJHCLFJP_01435	CDS	1485	cls_1	2.7.8.-		Cardiolipin synthase
GJHCLFJP_01436	gene	648	yedJ			
GJHCLFJP_01436	CDS	648	yedJ		COG1418	putative protein YedJ
GJHCLFJP_01437	gene	873	yidC			
GJHCLFJP_01437	CDS	873	yidC			Membrane protein insertase YidC
GJHCLFJP_01438	gene	642	thiE			
GJHCLFJP_01438	CDS	642	thiE	2.5.1.3		Thiamine-phosphate synthase
GJHCLFJP_01439	gene	792	thiM			
GJHCLFJP_01439	CDS	792	thiM	2.7.1.50		Hydroxyethylthiazole kinase
GJHCLFJP_01440	gene	831	thiD			
GJHCLFJP_01440	CDS	831	thiD	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
GJHCLFJP_01441	gene	690	tenA			
GJHCLFJP_01441	CDS	690	tenA	3.5.99.2		Aminopyrimidine aminohydrolase
GJHCLFJP_01442	gene	696	sceD			
GJHCLFJP_01442	CDS	696	sceD	3.2.-.-		putative transglycosylase SceD
GJHCLFJP_01443	gene	396	ssbA_2			
GJHCLFJP_01443	CDS	396	ssbA_2		COG0629	Single-stranded DNA-binding protein A
GJHCLFJP_01444	gene	441				
GJHCLFJP_01444	CDS	441				hypothetical protein
GJHCLFJP_01445	gene	441	fabZ			
GJHCLFJP_01445	CDS	441	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
GJHCLFJP_01446	gene	1266	murA1			
GJHCLFJP_01446	CDS	1266	murA1	2.5.1.7		UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
GJHCLFJP_01447	gene	234				
GJHCLFJP_01447	CDS	234				hypothetical protein
GJHCLFJP_01448	gene	405	atpC			
GJHCLFJP_01448	CDS	405	atpC			ATP synthase epsilon chain
GJHCLFJP_01449	gene	1413	atpD			
GJHCLFJP_01449	CDS	1413	atpD	7.1.2.2		ATP synthase subunit beta
GJHCLFJP_01450	gene	867	atpG			
GJHCLFJP_01450	CDS	867	atpG			ATP synthase gamma chain
GJHCLFJP_01451	gene	1509	atpA			
GJHCLFJP_01451	CDS	1509	atpA	7.1.2.2		ATP synthase subunit alpha
GJHCLFJP_01452	gene	540	atpH			
GJHCLFJP_01452	CDS	540	atpH			ATP synthase subunit delta
GJHCLFJP_01453	gene	522	atpF			
GJHCLFJP_01453	CDS	522	atpF			ATP synthase subunit b
GJHCLFJP_01454	gene	213	atpE			
GJHCLFJP_01454	CDS	213	atpE			ATP synthase subunit c
GJHCLFJP_01455	gene	729	atpB			
GJHCLFJP_01455	CDS	729	atpB			ATP synthase subunit a
GJHCLFJP_01456	gene	354				
GJHCLFJP_01456	CDS	354				hypothetical protein
GJHCLFJP_01457	gene	1128	mnaA_2			
GJHCLFJP_01457	CDS	1128	mnaA_2	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
GJHCLFJP_01458	gene	630	upp			
GJHCLFJP_01458	CDS	630	upp	2.4.2.9		Uracil phosphoribosyltransferase
GJHCLFJP_01459	gene	1239	glyA			
GJHCLFJP_01459	CDS	1239	glyA	2.1.2.1		Serine hydroxymethyltransferase
GJHCLFJP_01460	gene	525				
GJHCLFJP_01460	CDS	525				hypothetical protein
GJHCLFJP_01461	gene	420	ptpB			
GJHCLFJP_01461	CDS	420	ptpB	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase PtpB
GJHCLFJP_01462	gene	1047	ywlC			
GJHCLFJP_01462	CDS	1047	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
GJHCLFJP_01463	gene	837	prmC			
GJHCLFJP_01463	CDS	837	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
GJHCLFJP_01464	gene	1077	prfA			
GJHCLFJP_01464	CDS	1077	prfA		COG0216	Peptide chain release factor 1
GJHCLFJP_01465	gene	600	tdk			
GJHCLFJP_01465	CDS	600	tdk	2.7.1.21		Thymidine kinase
GJHCLFJP_01466	gene	255	rpmE2			
GJHCLFJP_01466	CDS	255	rpmE2			50S ribosomal protein L31 type B
GJHCLFJP_01467	gene	1317	rho			
GJHCLFJP_01467	CDS	1317	rho	3.6.4.-	COG1158	Transcription termination factor Rho
GJHCLFJP_01468	gene	1428				
GJHCLFJP_01468	CDS	1428		1.2.1.3		Putative aldehyde dehydrogenase
GJHCLFJP_01469	gene	336	yodB			
GJHCLFJP_01469	CDS	336	yodB		COG1733	HTH-type transcriptional regulator YodB
GJHCLFJP_01470	gene	1260	murA2			
GJHCLFJP_01470	CDS	1260	murA2	2.5.1.7		UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2
GJHCLFJP_01471	gene	861	fba			
GJHCLFJP_01471	CDS	861	fba	4.1.2.13		Fructose-bisphosphate aldolase
GJHCLFJP_01472	gene	522				
GJHCLFJP_01472	CDS	522				hypothetical protein
GJHCLFJP_01473	gene	1611	pyrG			
GJHCLFJP_01473	CDS	1611	pyrG	6.3.4.2		CTP synthase
GJHCLFJP_01474	gene	531	rpoE			
GJHCLFJP_01474	CDS	531	rpoE			putative DNA-directed RNA polymerase subunit delta
GJHCLFJP_01475	gene	861				
GJHCLFJP_01475	CDS	861				hypothetical protein
GJHCLFJP_01476	gene	804	coaW			
GJHCLFJP_01476	CDS	804	coaW	2.7.1.33		Type II pantothenate kinase
GJHCLFJP_01477	gene	672				
GJHCLFJP_01477	CDS	672				hypothetical protein
GJHCLFJP_01478	gene	1194				
GJHCLFJP_01478	CDS	1194				hypothetical protein
GJHCLFJP_01479	gene	1185	abgB			
