locus_tag	ftype	length_bp	gene	EC_number	COG	product
EHKPOLGJ_01270	CDS	7176	dltA_2	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
EHKPOLGJ_01271	gene	1251	mdrP			
EHKPOLGJ_01271	CDS	1251	mdrP			Na(+), Li(+), K(+)/H(+) antiporter
EHKPOLGJ_01272	gene	1026				
EHKPOLGJ_01272	CDS	1026		1.17.1.9		Formate dehydrogenase
EHKPOLGJ_01273	gene	360				
EHKPOLGJ_01273	CDS	360				hypothetical protein
EHKPOLGJ_01274	gene	456				
EHKPOLGJ_01274	CDS	456				hypothetical protein
EHKPOLGJ_01275	gene	573				
EHKPOLGJ_01275	CDS	573				hypothetical protein
EHKPOLGJ_01276	gene	762	ssuC			
EHKPOLGJ_01276	CDS	762	ssuC		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
EHKPOLGJ_01277	gene	975				
EHKPOLGJ_01277	CDS	975				hypothetical protein
EHKPOLGJ_01278	gene	741	nrtD			
EHKPOLGJ_01278	CDS	741	nrtD	7.3.2.4	COG1116	Nitrate import ATP-binding protein NrtD
EHKPOLGJ_01279	gene	513				
EHKPOLGJ_01279	CDS	513				hypothetical protein
EHKPOLGJ_01280	gene	204				
EHKPOLGJ_01280	CDS	204				hypothetical protein
EHKPOLGJ_01281	gene	960	czcD_1			
EHKPOLGJ_01281	CDS	960	czcD_1		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
EHKPOLGJ_01282	gene	1488	aldA			
EHKPOLGJ_01282	CDS	1488	aldA	1.2.1.3		Putative aldehyde dehydrogenase AldA
EHKPOLGJ_01283	gene	384	ybaN			
EHKPOLGJ_01283	CDS	384	ybaN		COG2832	Inner membrane protein YbaN
EHKPOLGJ_01284	gene	327	isdI			
EHKPOLGJ_01284	CDS	327	isdI	1.14.99.48		Heme oxygenase (staphylobilin-producing) 2
EHKPOLGJ_01285	gene	1146	mnaA_1			
EHKPOLGJ_01285	CDS	1146	mnaA_1	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
EHKPOLGJ_01286	gene	1263	wecC			
EHKPOLGJ_01286	CDS	1263	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
EHKPOLGJ_01287	gene	888	fcl			
EHKPOLGJ_01287	CDS	888	fcl	1.1.1.271		GDP-L-fucose synthase
EHKPOLGJ_01288	gene	558	epsL			
EHKPOLGJ_01288	CDS	558	epsL	2.-.-.-	COG2148	putative sugar transferase EpsL
EHKPOLGJ_01289	gene	1206				
EHKPOLGJ_01289	CDS	1206				hypothetical protein
EHKPOLGJ_01290	gene	1206				
EHKPOLGJ_01290	CDS	1206				hypothetical protein
EHKPOLGJ_01291	gene	1167				
EHKPOLGJ_01291	CDS	1167				hypothetical protein
EHKPOLGJ_01292	gene	1110				
EHKPOLGJ_01292	CDS	1110				hypothetical protein
EHKPOLGJ_01293	gene	627	dapH_2			
EHKPOLGJ_01293	CDS	627	dapH_2	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
EHKPOLGJ_01294	gene	1125	wbpI			
EHKPOLGJ_01294	CDS	1125	wbpI	5.1.3.23	COG0381	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase
EHKPOLGJ_01295	gene	1110	wbjC			
EHKPOLGJ_01295	CDS	1110	wbjC	1.1.1.367		UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase
EHKPOLGJ_01296	gene	1029	capD			
EHKPOLGJ_01296	CDS	1029	capD	5.1.3.2	COG1086	UDP-glucose 4-epimerase
EHKPOLGJ_01297	gene	1824	pglF			
EHKPOLGJ_01297	CDS	1824	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
EHKPOLGJ_01298	gene	765	ywqE_2			
EHKPOLGJ_01298	CDS	765	ywqE_2	3.1.3.48	COG4464	Tyrosine-protein phosphatase YwqE
EHKPOLGJ_01299	gene	687	ywqD_2			
EHKPOLGJ_01299	CDS	687	ywqD_2	2.7.10.2	COG0489	Tyrosine-protein kinase YwqD
EHKPOLGJ_01300	gene	669	cap8A_2			
EHKPOLGJ_01300	CDS	669	cap8A_2		COG3944	Capsular polysaccharide type 8 biosynthesis protein cap8A
EHKPOLGJ_01301	gene	207				
EHKPOLGJ_01301	CDS	207				hypothetical protein
EHKPOLGJ_01302	gene	246				
EHKPOLGJ_01302	CDS	246				hypothetical protein
EHKPOLGJ_01303	gene	357	catD			
EHKPOLGJ_01303	CDS	357	catD	1.-.-.-	COG2259	Putative oxidoreductase CatD
EHKPOLGJ_01304	gene	537	yfmC_2			
EHKPOLGJ_01304	CDS	537	yfmC_2		COG4594	Fe(3+)-citrate-binding protein YfmC
EHKPOLGJ_01305	gene	360	yfmC_3			
EHKPOLGJ_01305	CDS	360	yfmC_3		COG4594	Fe(3+)-citrate-binding protein YfmC
EHKPOLGJ_01306	gene	117				
EHKPOLGJ_01306	CDS	117				hypothetical protein
EHKPOLGJ_01307	gene	216				
EHKPOLGJ_01307	CDS	216				hypothetical protein
EHKPOLGJ_01308	gene	552				
EHKPOLGJ_01308	CDS	552				hypothetical protein
EHKPOLGJ_01309	gene	939	menA			
EHKPOLGJ_01309	CDS	939	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
EHKPOLGJ_01310	gene	1362	pchA			
EHKPOLGJ_01310	CDS	1362	pchA	5.4.4.2	COG1169	Salicylate biosynthesis isochorismate synthase
EHKPOLGJ_01311	gene	1674	menD			
EHKPOLGJ_01311	CDS	1674	menD	2.2.1.9		2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
EHKPOLGJ_01312	gene	804	menH			
EHKPOLGJ_01312	CDS	804	menH	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
EHKPOLGJ_01313	gene	822	menB			
EHKPOLGJ_01313	CDS	822	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
EHKPOLGJ_01314	gene	330	sspC			
EHKPOLGJ_01314	CDS	330	sspC			Staphostatin B
EHKPOLGJ_01315	gene	1182	sspB			
EHKPOLGJ_01315	CDS	1182	sspB	3.4.22.-		Staphopain B
EHKPOLGJ_01316	gene	1065	sspA			
EHKPOLGJ_01316	CDS	1065	sspA	3.4.21.19	COG3591	Glutamyl endopeptidase
EHKPOLGJ_01317	gene	1155	dapX			
EHKPOLGJ_01317	CDS	1155	dapX	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
EHKPOLGJ_01318	gene	1011				
EHKPOLGJ_01318	CDS	1011				hypothetical protein
EHKPOLGJ_01319	gene	420	slyA_1			
EHKPOLGJ_01319	CDS	420	slyA_1			Transcriptional regulator SlyA
EHKPOLGJ_01320	gene	3774	atl_2			
EHKPOLGJ_01320	CDS	3774	atl_2		COG4193	Bifunctional autolysin
EHKPOLGJ_01321	gene	435				
EHKPOLGJ_01321	CDS	435		2.3.1.-		Acetyltransferase
EHKPOLGJ_01322	gene	471				
EHKPOLGJ_01322	CDS	471				hypothetical protein
EHKPOLGJ_01323	gene	1227	tagU_2			
EHKPOLGJ_01323	CDS	1227	tagU_2	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
EHKPOLGJ_01324	gene	1194	fmtA			
EHKPOLGJ_01324	CDS	1194	fmtA	3.1.1.103	COG1680	Teichoic acid D-alanine hydrolase
EHKPOLGJ_01325	gene	291	qoxD			
EHKPOLGJ_01325	CDS	291	qoxD	1.10.3.-		Quinol oxidase subunit 4
EHKPOLGJ_01326	gene	606	qoxC			
EHKPOLGJ_01326	CDS	606	qoxC	1.10.3.-		Quinol oxidase subunit 3
EHKPOLGJ_01327	gene	1989	qoxB			
EHKPOLGJ_01327	CDS	1989	qoxB	1.10.3.-		putative quinol oxidase subunit 1
EHKPOLGJ_01328	gene	1101	qoxA			
EHKPOLGJ_01328	CDS	1101	qoxA	1.10.3.-		putative quinol oxidase subunit 2
EHKPOLGJ_01329	gene	318				
EHKPOLGJ_01329	CDS	318				hypothetical protein
EHKPOLGJ_01330	gene	861	folD			
EHKPOLGJ_01330	CDS	861	folD			Bifunctional protein FolD protein
EHKPOLGJ_01331	gene	483	purE			
EHKPOLGJ_01331	CDS	483	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
EHKPOLGJ_01332	gene	1125	purK			
EHKPOLGJ_01332	CDS	1125	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
EHKPOLGJ_01333	gene	705	purC			
EHKPOLGJ_01333	CDS	705	purC	6.3.2.6		Phosphoribosylaminoimidazole-succinocarboxamide synthase
EHKPOLGJ_01334	gene	264	purS			
EHKPOLGJ_01334	CDS	264	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
EHKPOLGJ_01335	gene	672	purQ			
EHKPOLGJ_01335	CDS	672	purQ	6.3.5.3		Phosphoribosylformylglycinamidine synthase subunit PurQ
EHKPOLGJ_01336	gene	2190	purL			
EHKPOLGJ_01336	CDS	2190	purL	6.3.5.3		Phosphoribosylformylglycinamidine synthase subunit PurL
EHKPOLGJ_01337	gene	1485	purF			
EHKPOLGJ_01337	CDS	1485	purF	2.4.2.14		Amidophosphoribosyltransferase
EHKPOLGJ_01338	gene	1029	purM			
EHKPOLGJ_01338	CDS	1029	purM	6.3.3.1		Phosphoribosylformylglycinamidine cyclo-ligase
EHKPOLGJ_01339	gene	567	purN			
EHKPOLGJ_01339	CDS	567	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
EHKPOLGJ_01340	gene	1479	purH			
EHKPOLGJ_01340	CDS	1479	purH			Bifunctional purine biosynthesis protein PurH
EHKPOLGJ_01341	gene	1248	purD			
EHKPOLGJ_01341	CDS	1248	purD	6.3.4.13		Phosphoribosylamine--glycine ligase
EHKPOLGJ_01342	gene	807	ecfT_2			
EHKPOLGJ_01342	CDS	807	ecfT_2			Energy-coupling factor transporter transmembrane protein EcfT
EHKPOLGJ_01343	gene	1401	ykoD			
EHKPOLGJ_01343	CDS	1401	ykoD	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
EHKPOLGJ_01344	gene	576	ykoE			
EHKPOLGJ_01344	CDS	576	ykoE		COG4721	Putative HMP/thiamine permease protein YkoE
EHKPOLGJ_01345	gene	135				
EHKPOLGJ_01345	CDS	135				hypothetical protein
EHKPOLGJ_01346	gene	1296				
EHKPOLGJ_01346	CDS	1296				hypothetical protein
EHKPOLGJ_01347	gene	1173	rlmI			
EHKPOLGJ_01347	CDS	1173	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
EHKPOLGJ_01348	gene	543				
EHKPOLGJ_01348	CDS	543				hypothetical protein
EHKPOLGJ_01349	gene	267	ptsH			
EHKPOLGJ_01349	CDS	267	ptsH		COG1925	Phosphocarrier protein HPr
EHKPOLGJ_01350	gene	1719	ptsI			
EHKPOLGJ_01350	CDS	1719	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
EHKPOLGJ_01351	gene	234				
EHKPOLGJ_01351	CDS	234				hypothetical protein
EHKPOLGJ_01352	gene	1362	ythA			
EHKPOLGJ_01352	CDS	1362	ythA	1.10.3.-	COG1271	Putative cytochrome bd menaquinol oxidase subunit I
EHKPOLGJ_01353	gene	1020	ythB			
EHKPOLGJ_01353	CDS	1020	ythB		COG1294	Putative cytochrome bd menaquinol oxidase subunit II
EHKPOLGJ_01354	gene	663	ktrA			
EHKPOLGJ_01354	CDS	663	ktrA		COG0569	Ktr system potassium uptake protein A
EHKPOLGJ_01355	gene	1698	rnj1			
EHKPOLGJ_01355	CDS	1698	rnj1	3.1.-.-		Ribonuclease J 1
EHKPOLGJ_01356	gene	219				
EHKPOLGJ_01356	CDS	219				hypothetical protein
EHKPOLGJ_01357	gene	552	def			
EHKPOLGJ_01357	CDS	552	def	3.5.1.88	COG0242	Peptide deformylase
EHKPOLGJ_01358	gene	627				
EHKPOLGJ_01358	CDS	627				hypothetical protein
EHKPOLGJ_01359	gene	1113	pdhA			
EHKPOLGJ_01359	CDS	1113	pdhA	1.2.4.1		Pyruvate dehydrogenase E1 component subunit alpha
EHKPOLGJ_01360	gene	978	pdhB			
EHKPOLGJ_01360	CDS	978	pdhB	1.2.4.1	COG0022	Pyruvate dehydrogenase E1 component subunit beta
EHKPOLGJ_01361	gene	1293	pdhC_2			
EHKPOLGJ_01361	CDS	1293	pdhC_2	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
EHKPOLGJ_01362	gene	1407	pdhD			
EHKPOLGJ_01362	CDS	1407	pdhD	1.8.1.4		Dihydrolipoyl dehydrogenase
EHKPOLGJ_01363	gene	276				
EHKPOLGJ_01363	CDS	276				hypothetical protein
EHKPOLGJ_01364	gene	540				
EHKPOLGJ_01364	CDS	540				hypothetical protein
EHKPOLGJ_01365	gene	1095	potA			
EHKPOLGJ_01365	CDS	1095	potA	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
EHKPOLGJ_01366	gene	798	potB			
EHKPOLGJ_01366	CDS	798	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
EHKPOLGJ_01367	gene	810	ydcV			
EHKPOLGJ_01367	CDS	810	ydcV			Inner membrane ABC transporter permease protein YdcV
EHKPOLGJ_01368	gene	1074	potD			
EHKPOLGJ_01368	CDS	1074	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
EHKPOLGJ_01369	gene	1020				
EHKPOLGJ_01369	CDS	1020				hypothetical protein
EHKPOLGJ_01370	gene	420				
EHKPOLGJ_01370	CDS	420				hypothetical protein
EHKPOLGJ_01371	gene	1353	mntH_2			
EHKPOLGJ_01371	CDS	1353	mntH_2			Divalent metal cation transporter MntH
EHKPOLGJ_01372	gene	615				
EHKPOLGJ_01372	CDS	615				hypothetical protein
EHKPOLGJ_01373	gene	828	suhB			
EHKPOLGJ_01373	CDS	828	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
EHKPOLGJ_01374	gene	192				
EHKPOLGJ_01374	CDS	192				hypothetical protein
EHKPOLGJ_01375	gene	1848	typA			
EHKPOLGJ_01375	CDS	1848	typA		COG1217	GTP-binding protein TypA/BipA
EHKPOLGJ_01376	gene	483				
EHKPOLGJ_01376	CDS	483				hypothetical protein
EHKPOLGJ_01377	gene	276				
EHKPOLGJ_01377	CDS	276				hypothetical protein
EHKPOLGJ_01378	gene	1227	ftsW			
EHKPOLGJ_01378	CDS	1227	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
EHKPOLGJ_01379	gene	3453	pycA			
EHKPOLGJ_01379	CDS	3453	pycA	6.4.1.1		Pyruvate carboxylase
EHKPOLGJ_01380	gene	1071	ctaA			
EHKPOLGJ_01380	CDS	1071	ctaA	1.3.-.-		Heme A synthase
EHKPOLGJ_01381	gene	912	ctaB2			
EHKPOLGJ_01381	CDS	912	ctaB2	2.5.1.141	COG0109	Protoheme IX farnesyltransferase 2
EHKPOLGJ_01382	gene	462				
EHKPOLGJ_01382	CDS	462				hypothetical protein
EHKPOLGJ_01383	gene	1038				
EHKPOLGJ_01383	CDS	1038				hypothetical protein
EHKPOLGJ_01384	gene	435				
EHKPOLGJ_01384	CDS	435				hypothetical protein
EHKPOLGJ_01385	gene	927				
EHKPOLGJ_01385	CDS	927				hypothetical protein
EHKPOLGJ_01386	gene	255				
EHKPOLGJ_01386	CDS	255				hypothetical protein
EHKPOLGJ_01387	gene	390				
EHKPOLGJ_01387	CDS	390				hypothetical protein
EHKPOLGJ_01388	gene	543	rsmD			
EHKPOLGJ_01388	CDS	543	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
EHKPOLGJ_01389	gene	483	coaD			
EHKPOLGJ_01389	CDS	483	coaD	2.7.7.3		Phosphopantetheine adenylyltransferase
EHKPOLGJ_01390	gene	1140	tmcAL			
EHKPOLGJ_01390	CDS	1140	tmcAL	6.3.4.-	COG1323	tRNA(Met) cytidine acetate ligase
EHKPOLGJ_01391	gene	558				
EHKPOLGJ_01391	CDS	558				hypothetical protein
EHKPOLGJ_01392	gene	174	rpmF			
EHKPOLGJ_01392	CDS	174	rpmF			50S ribosomal protein L32
EHKPOLGJ_01393	gene	1935	isdB			
EHKPOLGJ_01393	CDS	1935	isdB			Iron-regulated surface determinant protein B
EHKPOLGJ_01394	gene	1053	isdA			
EHKPOLGJ_01394	CDS	1053	isdA			Iron-regulated surface determinant protein A
EHKPOLGJ_01395	gene	684	isdC			
EHKPOLGJ_01395	CDS	684	isdC			Iron-regulated surface determinant protein C
EHKPOLGJ_01396	gene	1077				
EHKPOLGJ_01396	CDS	1077				hypothetical protein
EHKPOLGJ_01397	gene	879	isdE			
EHKPOLGJ_01397	CDS	879	isdE			High-affinity heme uptake system protein IsdE
EHKPOLGJ_01398	gene	969	isdF			
EHKPOLGJ_01398	CDS	969	isdF			putative heme-iron transport system permease protein IsdF
EHKPOLGJ_01399	gene	735	srtB			
EHKPOLGJ_01399	CDS	735	srtB	3.4.22.71	COG4509	Sortase B
EHKPOLGJ_01400	gene	324	isdG_2			
EHKPOLGJ_01400	CDS	324	isdG_2	1.14.99.48		Heme oxygenase (staphylobilin-producing) 1
EHKPOLGJ_01401	gene	741				
EHKPOLGJ_01401	CDS	741		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
EHKPOLGJ_01402	gene	1059	pheS			
EHKPOLGJ_01402	CDS	1059	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
EHKPOLGJ_01403	gene	2403	pheT			
EHKPOLGJ_01403	CDS	2403	pheT	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
EHKPOLGJ_01404	gene	939	rnhC			
EHKPOLGJ_01404	CDS	939	rnhC	3.1.26.4	COG1039	Ribonuclease HIII
EHKPOLGJ_01405	gene	267	zapA			
EHKPOLGJ_01405	CDS	267	zapA		COG3027	Cell division protein ZapA
EHKPOLGJ_01406	gene	522				
EHKPOLGJ_01406	CDS	522				hypothetical protein
EHKPOLGJ_01407	gene	1713	polX			
EHKPOLGJ_01407	CDS	1713	polX		COG1387	DNA polymerase/3'-5' exonuclease PolX
EHKPOLGJ_01408	gene	2349	mutS2			
EHKPOLGJ_01408	CDS	2349	mutS2	3.1.-.-		Endonuclease MutS2
EHKPOLGJ_01409	gene	315	trxA			
EHKPOLGJ_01409	CDS	315	trxA		COG0526	Thioredoxin
EHKPOLGJ_01410	gene	1782	uvrC			
EHKPOLGJ_01410	CDS	1782	uvrC		COG0322	UvrABC system protein C
EHKPOLGJ_01411	gene	615	sdhC			
EHKPOLGJ_01411	CDS	615	sdhC		COG2009	Succinate dehydrogenase cytochrome b558 subunit
EHKPOLGJ_01412	gene	1767	frdA			
EHKPOLGJ_01412	CDS	1767	frdA	1.3.5.4		Fumarate reductase flavoprotein subunit
EHKPOLGJ_01413	gene	816	frdB			
EHKPOLGJ_01413	CDS	816	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
EHKPOLGJ_01414	gene	801	murI			
EHKPOLGJ_01414	CDS	801	murI	5.1.1.3		Glutamate racemase
EHKPOLGJ_01415	gene	588				
EHKPOLGJ_01415	CDS	588		3.6.1.66		dITP/XTP pyrophosphatase
EHKPOLGJ_01416	gene	504				
EHKPOLGJ_01416	CDS	504		3.1.4.-		Putative metallophosphoesterase MG207 
EHKPOLGJ_01417	gene	330				
EHKPOLGJ_01417	CDS	330				hypothetical protein
EHKPOLGJ_01418	gene	396	flr			
EHKPOLGJ_01418	CDS	396	flr			FPRL1 inhibitory protein
EHKPOLGJ_01419	gene	507				
EHKPOLGJ_01419	CDS	507				hypothetical protein
EHKPOLGJ_01420	gene	378	fib			
EHKPOLGJ_01420	CDS	378	fib			Fibrinogen-binding protein
EHKPOLGJ_01421	gene	351	scn_2			
EHKPOLGJ_01421	CDS	351	scn_2			Staphylococcal complement inhibitor
EHKPOLGJ_01422	gene	186				
EHKPOLGJ_01422	CDS	186				hypothetical protein
EHKPOLGJ_01423	gene	234				
EHKPOLGJ_01423	CDS	234				hypothetical protein
EHKPOLGJ_01424	gene	960	hly			
EHKPOLGJ_01424	CDS	960	hly			Alpha-hemolysin
EHKPOLGJ_01425	gene	198				
EHKPOLGJ_01425	CDS	198				hypothetical protein
EHKPOLGJ_01426	gene	2799	odhA			
EHKPOLGJ_01426	CDS	2799	odhA	1.2.4.2		2-oxoglutarate dehydrogenase E1 component
EHKPOLGJ_01427	gene	1269	odhB			
EHKPOLGJ_01427	CDS	1269	odhB	2.3.1.61		Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
EHKPOLGJ_01428	gene	810	mhqA_1			
EHKPOLGJ_01428	CDS	810	mhqA_1	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
EHKPOLGJ_01429	gene	204				
EHKPOLGJ_01429	CDS	204				hypothetical protein
EHKPOLGJ_01430	gene	792	nirQ			
EHKPOLGJ_01430	CDS	792	nirQ		COG0714	Denitrification regulatory protein NirQ
EHKPOLGJ_01431	gene	1887				
EHKPOLGJ_01431	CDS	1887				hypothetical protein
EHKPOLGJ_01432	gene	1344	brnQ_2			
EHKPOLGJ_01432	CDS	1344	brnQ_2		COG1114	Branched-chain amino acid transport system 2 carrier protein
EHKPOLGJ_01433	gene	1137				
EHKPOLGJ_01433	CDS	1137				TelA-like protein
EHKPOLGJ_01434	gene	624				
EHKPOLGJ_01434	CDS	624				hypothetical protein
EHKPOLGJ_01435	gene	270	yccX			
EHKPOLGJ_01435	CDS	270	yccX	3.6.1.7	COG1254	Acylphosphatase
EHKPOLGJ_01436	gene	309				
EHKPOLGJ_01436	CDS	309				hypothetical protein
EHKPOLGJ_01437	gene	201	cspA_1			
EHKPOLGJ_01437	CDS	201	cspA_1		COG1278	Cold shock protein CspA
EHKPOLGJ_01438	gene	402				
EHKPOLGJ_01438	CDS	402				hypothetical protein
EHKPOLGJ_01439	gene	1266	lysA			
EHKPOLGJ_01439	CDS	1266	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
EHKPOLGJ_01440	gene	1086	alr1_1			
EHKPOLGJ_01440	CDS	1086	alr1_1	5.1.1.1		Alanine racemase 1
EHKPOLGJ_01441	gene	1152	scmP_2			
EHKPOLGJ_01441	CDS	1152	scmP_2	3.5.1.-	COG1473	N-acetylcysteine deacetylase
EHKPOLGJ_01442	gene	720	dapH_3			
EHKPOLGJ_01442	CDS	720	dapH_3	2.3.1.89	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
EHKPOLGJ_01443	gene	723	dapB			
EHKPOLGJ_01443	CDS	723	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
EHKPOLGJ_01444	gene	888	dapA			
EHKPOLGJ_01444	CDS	888	dapA	4.3.3.7		4-hydroxy-tetrahydrodipicolinate synthase
EHKPOLGJ_01445	gene	990	asd			
EHKPOLGJ_01445	CDS	990	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
EHKPOLGJ_01446	gene	1206	lysC			
EHKPOLGJ_01446	CDS	1206	lysC	2.7.2.4		Aspartokinase
EHKPOLGJ_01447	gene	1602	ybiT			
EHKPOLGJ_01447	CDS	1602	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
EHKPOLGJ_01448	gene	903	cvfB			
EHKPOLGJ_01448	CDS	903	cvfB			Conserved virulence factor B
EHKPOLGJ_01449	gene	984	pstS			
EHKPOLGJ_01449	CDS	984	pstS			Phosphate-binding protein PstS
EHKPOLGJ_01450	gene	927				
EHKPOLGJ_01450	CDS	927				hypothetical protein
EHKPOLGJ_01451	gene	918	pstA			
EHKPOLGJ_01451	CDS	918	pstA		COG0581	Phosphate transport system permease protein PstA
EHKPOLGJ_01452	gene	852	pstB3			
EHKPOLGJ_01452	CDS	852	pstB3	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
EHKPOLGJ_01453	gene	642	phoU			
EHKPOLGJ_01453	CDS	642	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU 
EHKPOLGJ_01454	gene	1815	pepF1_1			
EHKPOLGJ_01454	CDS	1815	pepF1_1	3.4.24.-		Oligoendopeptidase F, plasmid
EHKPOLGJ_01455	gene	345				
EHKPOLGJ_01455	CDS	345				hypothetical protein
EHKPOLGJ_01456	gene	987	nikB			
EHKPOLGJ_01456	CDS	987	nikB		COG0601	Nickel import system permease protein NikB
EHKPOLGJ_01457	gene	831	nikC			
EHKPOLGJ_01457	CDS	831	nikC		COG1173	Nickel import system permease protein NikC
EHKPOLGJ_01458	gene	777	nikD			
EHKPOLGJ_01458	CDS	777	nikD	7.2.2.11	COG0444	Nickel import system ATP-binding protein NikD
EHKPOLGJ_01459	gene	702	nikE			
EHKPOLGJ_01459	CDS	702	nikE	7.2.2.11	COG4608	Nickel import system ATP-binding protein NikE
EHKPOLGJ_01460	gene	474				
EHKPOLGJ_01460	CDS	474				hypothetical protein
EHKPOLGJ_01461	gene	768				
EHKPOLGJ_01461	CDS	768				hypothetical protein
EHKPOLGJ_01462	gene	354				
EHKPOLGJ_01462	CDS	354			COG2826	IS30 family transposase ISSau5
EHKPOLGJ_01463	gene	504				
EHKPOLGJ_01463	CDS	504			COG2826	IS30 family transposase ISSau5
EHKPOLGJ_01464	gene	357				
EHKPOLGJ_01464	CDS	357				hypothetical protein
EHKPOLGJ_01465	gene	591				
EHKPOLGJ_01465	CDS	591				hypothetical protein
EHKPOLGJ_01466	gene	1047				
EHKPOLGJ_01466	CDS	1047				hypothetical protein
EHKPOLGJ_01467	gene	1848				
EHKPOLGJ_01467	CDS	1848				hypothetical protein
EHKPOLGJ_01468	gene	1359				
EHKPOLGJ_01468	CDS	1359				hypothetical protein
EHKPOLGJ_01469	gene	267				
EHKPOLGJ_01469	CDS	267				hypothetical protein
EHKPOLGJ_01470	gene	144				
EHKPOLGJ_01470	CDS	144				hypothetical protein
EHKPOLGJ_01471	gene	492				
EHKPOLGJ_01471	CDS	492				hypothetical protein
EHKPOLGJ_01472	gene	174				
EHKPOLGJ_01472	CDS	174				hypothetical protein
EHKPOLGJ_01473	gene	2496				
EHKPOLGJ_01473	CDS	2496				hypothetical protein
EHKPOLGJ_01474	gene	384				
EHKPOLGJ_01474	CDS	384				hypothetical protein
EHKPOLGJ_01475	gene	261				
EHKPOLGJ_01475	CDS	261				hypothetical protein
EHKPOLGJ_01476	gene	1056				
EHKPOLGJ_01476	CDS	1056				hypothetical protein
EHKPOLGJ_01477	gene	1092				
EHKPOLGJ_01477	CDS	1092				hypothetical protein
EHKPOLGJ_01478	gene	303				
EHKPOLGJ_01478	CDS	303				hypothetical protein
EHKPOLGJ_01479	gene	321				
EHKPOLGJ_01479	CDS	321				hypothetical protein
EHKPOLGJ_01480	gene	285				
EHKPOLGJ_01480	CDS	285				hypothetical protein
EHKPOLGJ_01481	gene	567				
EHKPOLGJ_01481	CDS	567				hypothetical protein
EHKPOLGJ_01482	gene	1260	femB			
EHKPOLGJ_01482	CDS	1260	femB	2.3.2.18		Aminoacyltransferase FemB
EHKPOLGJ_01483	gene	1263	femA_3			
EHKPOLGJ_01483	CDS	1263	femA_3	2.3.2.17		Aminoacyltransferase FemA
EHKPOLGJ_01484	gene	729	trpA			
EHKPOLGJ_01484	CDS	729	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
EHKPOLGJ_01485	gene	1215	trpB			
